iter,AMPAS,Projection,MSA,FW,EG
270,-0.15251978918138298,-0.16752189173968893,-0.1675472225338728,-0.1654328714219381,-0.17411981365192583
271,-0.1525293321441161,-0.1675222560277466,-0.16754725542205923,-0.16543489441203874,-0.17764908978087837
272,-0.15253885696633754,-0.16752261508826402,-0.16754727354226623,-0.16543688829314843,-0.17462769827639033
273,-0.15254836374879668,-0.16752296899625646,-0.16754727721582266,-0.16543885348411794,-0.17639373532898392
274,-0.15255785259131394,-0.1675233178256628,-0.1675471804225783,-0.1654407903977726,-0.1742735101968706
275,-0.15256732359279265,-0.1675236616493608,-0.1675472260791933,-0.16547048843096307,-0.17761302924110442
276,-0.15257677685123103,-0.16752400053918245,-0.16754725720226776,-0.16547243778678478,-0.17432161500930216
277,-0.1525862124637334,-0.16752433456592905,-0.1675472741024691,-0.1654743590944806,-0.17696810245434008
278,-0.15259563052652203,-0.16752466379938566,-0.16754727708379746,-0.16547625275762204,-0.17409459141746364
279,-0.15260503113494792,-0.16752498830833626,-0.1675471859223288,-0.16547811917396518,-0.17702989788646145
280,-0.15261441438350207,-0.16752530816057742,-0.16754722938625424,-0.16550677344967782,-0.1743464034531485
281,-0.1526237803658262,-0.16752562342293315,-0.16754725884869892,-0.16550865306474769,-0.17735398620515783
282,-0.15263312917472333,-0.16752593416126832,-0.16754727460375926,-0.16551050563639502,-0.17431608826292447
283,-0.15264246090216843,-0.16752624044050274,-0.1675472769393304,-0.16551233155371317,-0.1776221868280683
284,-0.1526517756393184,-0.16752654232462458,-0.16754719107664867,-0.16551413120019856,-0.1743501949766031
285,-0.15266107347652258,-0.16752683987670375,-0.1675472324733683,-0.16554179661193064,-0.17698905585469296
286,-0.15267035450333238,-0.1675271331589052,-0.1675472603719981,-0.16554361011281943,-0.17412807216637538
287,-0.15267961880851147,-0.1675274222325016,-0.16754727505122097,-0.1655453975226778,-0.1776589209185705
288,-0.1526888664800452,-0.16752770715788673,-0.167547276783945,-0.16554715921688007,-0.17463600070798982
289,-0.15269809760515016,-0.1675279879945874,-0.1675471959112083,-0.1655740186846148,-0.17640243352714186
290,-0.1527073122702836,-0.16752826480127625,-0.16754723535719407,-0.1655757946643281,-0.17428150210708493
291,-0.15271651056115274,-0.1675285376357841,-0.1675472617818338,-0.16557754509393366,-0.1776220002067115
292,-0.15272569256272361,-0.16752880655511182,-0.16754727544945533,-0.1655792703410085,-0.174329338667969
293,-0.15273485835923026,-0.16752907161544225,-0.16754727661900196,-0.16558097076784162,-0.17697636486346116
294,-0.15274400803418334,-0.16752933287215216,-0.16754720044941404,-0.16560692717978273,-0.1741020119498083
295,-0.15275314167037904,-0.16752959037982346,-0.16754723805290866,-0.1656086423966233,-0.17703857949214985
296,-0.15276225934990717,-0.167529844192255,-0.1675472630870007,-0.1656103329385494,-0.1743537342672056
297,-0.15277136115416007,-0.16753009436247357,-0.16754727580263207,-0.1656119991605331,-0.1773621280090148
298,-0.15278044716384062,-0.16753034094274494,-0.167547276445718,-0.16561364141243778,-0.17432339591490512
299,-0.1527894932752008,-0.16753058398458487,-0.1675472047126402,-0.16563874028942727,-0.17763063900211035
300,-0.15279845375943504,-0.16753082353877005,-0.16754724057436,-0.16564039776215828,-0.17435726378614075
301,-0.15280732880270584,-0.16753105965534829,-0.16754726429551003,-0.1656420313916402,-0.17699665242222268
302,-0.15281611858918578,-0.16753129238364928,-0.1675472761145351,-0.1656436415208605,-0.17413477483413306
303,-0.15282482330106467,-0.16753152177229494,-0.16754727626518162,-0.16564522848788013,-0.1776669822761616
304,-0.15283344311855568,-0.16753174786920938,-0.16754720872043388,-0.16566951232421595,-0.17464275452549058
305,-0.15284197821990092,-0.16753197072162895,-0.16754724293420156,-0.16567111487718328,-0.1764095547108479
306,-0.152850428781376,-0.16753219037611228,-0.1675472654146699,-0.16567269437783624,-0.1742880186922928
307,-0.152858794977294,-0.16753240687854973,-0.16754727638860273,-0.16567425115777615,-0.17762937976258383
308,-0.15286707698000834,-0.16753262027417332,-0.16754727607836747,-0.1656757855438348,-0.17433564191144438
309,-0.15287527495991513,-0.16753283060756574,-0.16754721249069615,-0.1656992940544164,-0.17698315577477172
310,-0.15288338908545399,-0.1675330379226702,-0.1675472451440112,-0.16570084433292148,-0.17410807358131403
311,-0.15289141952310858,-0.16753324226279917,-0.1675472664511558,-0.16570237231190738,-0.1770457663089729
312,-0.15289936643740548,-0.16753344367064352,-0.16754727662796323,-0.16570387831213715,-0.17435973380155312
313,-0.15290722999091214,-0.16753364218828165,-0.16754727588614884,-0.16570536264975816,-0.17736885068039546
314,-0.1529150103442342,-0.167533837857188,-0.16754721603984316,-0.1657281329934771,-0.17432939294062968
315,-0.15292273185548894,-0.16753403071824205,-0.16754724721439676,-0.16572963347771255,-0.17763765871581177
316,-0.1529304405259053,-0.16753422081173644,-0.1675472674110731,-0.16573111237947127,-0.17436306566836685
317,-0.15293813641538018,-0.16753440817738577,-0.16754727683546616,-0.16573257000918834,-0.17700293228632064
318,-0.15294581958338782,-0.16753459285433456,-0.1675472756893087,-0.16573400667283594,-0.17414026850798697
319,-0.15295349008899717,-0.16753477488116578,-0.1675472193829489,-0.1657560736548191,-0.177673688841943
320,-0.1529611479908913,-0.1675349542959087,-0.1675472491550902,-0.16575752667252663,-0.17464830635034942
321,-0.15296879334738767,-0.16753513113604673,-0.16754726830001315,-0.1657589587912432,-0.17641544237005305
322,-0.15297642621645996,-0.1675353054385256,-0.16754727701371025,-0.16576037031156118,-0.17429337484612917
323,-0.15298404665576168,-0.16753547723976073,-0.16754727548854925,-0.1657617615297509,-0.17763551034811603
324,-0.1529916547226514,-0.167535646575645,-0.1675472225338727,-0.1657831577847648,-0.1743408217931652
325,-0.15299925047422003,-0.16753581348155622,-0.1675472509750308,-0.16578456552273046,-0.1769887773389149
326,-0.15300683396731982,-0.16753597799236455,-0.16754726912310283,-0.16578595301366728,-0.17411305209475766
327,-0.1530144052585964,-0.16753614014243984,-0.16754727716506823,-0.1657873205487819,-0.17705175384821065
328,-0.1530219644045223,-0.16753629996565864,-0.1675472752845008,-0.16578866841509202,-0.17436466882556642
329,-0.1530295114614339,-0.16753645749541124,-0.16754722550537274,-0.16580942457409995,-0.17737443646045062
330,-0.15303704648557123,-0.16753661276460907,-0.1675472526824397,-0.16581078908862762,-0.17433433826001996
331,-0.15304456953312046,-0.16753676580569107,-0.16754726988504823,-0.1658121339784508,-0.17764352122773608
332,-0.1530520806594609,-0.1675369166506308,-0.16754727729170868,-0.1658134595258146,-0.1743678483569777
333,-0.1530595799183557,-0.16753706533094284,-0.16754727507772893,-0.16581476600890732,-0.17700814737072698
334,-0.15306706736322448,-0.1675372118776897,-0.16754722830920749,-0.16583491085056867,-0.17414478803101247
335,-0.1530745430471475,-0.1675373563214881,-0.16754725428488676,-0.16583623407703,-0.1776792952241134
336,-0.1530820070228696,-0.16753749869251536,-0.1675472705901744,-0.16583753827321493,-0.17465288805665585
337,-0.15308945934280266,-0.16753763902051577,-0.16754727739561584,-0.16583882371281194,-0.17642032972968616
338,-0.15309690005902712,-0.16753777733480682,-0.16754727486874152,-0.1658584564354376,-0.1742977928527288
339,-0.15310432922329226,-0.16753791366428528,-0.1675472309562267,-0.1658597586541019,-0.17764062435870281
340,-0.15311174688701498,-0.16753804803743325,-0.16754725578934965,-0.16586104214521205,-0.17434509294934528
341,-0.153119153101277,-0.16753818048232413,-0.16754727124246066,-0.16586230717809358,-0.17699344790608745
342,-0.1531265479168202,-0.1675383110266284,-0.16754727747860673,-0.16586355401819794,-0.17411715386025572
343,-0.15313393138403983,-0.1675384396976195,-0.16754727465799452,-0.16588262113735155,-0.17705676051528377
344,-0.15314130355297514,-0.1675385665221795,-0.16754723345645264,-0.16588388480181535,-0.1743687409865643
345,-0.15314866447329778,-0.1675386915268048,-0.1675472572022676,-0.16588513029373655,-0.17737909433118593
346,-0.15315601419429664,-0.16753881473761142,-0.1675472718455718,-0.165886357874458,-0.17433842934865573
347,-0.15316335276485965,-0.16753893618034074,-0.16754727754234733,-0.16588756780155306,-0.17764843479679487
348,-0.1531706802334517,-0.16753905588036475,-0.16754727444589748,-0.1659060938634785,-0.1743718031478199
349,-0.15317799664813814,-0.16753917386269115,-0.16754723581915337,-0.1659073206357182,-0.17701249268779912
350,-0.1531853020566602,-0.16753929015196906,-0.16754725852958902,-0.1659085297664858,-0.17414851709433232
351,-0.15319259650643594,-0.1675394047724937,-0.1675472724028868,-0.16590972150947136,-0.1776839981907695
352,-0.15319988004456084,-0.1675395177482117,-0.16754727758836607,-0.16591089611472115,-0.17465668082945202
353,-0.15320715271780808,-0.16753962910272613,-0.16754727423281796,-0.16592890425292672,-0.17642439993850859
354,-0.1532144145726288,-0.1675397388593012,-0.16754723805290858,-0.16593009570225614,-0.17430144801171804
355,-0.15322166565515252,-0.16753984704086747,-0.16754725977681473,-0.1659312700185683,-0.1776449046651506
356,-0.1532289060111872,-0.16753995367002622,-0.16754727291752392,-0.16593242744823478,-0.1743486252875444
357,-0.15323613568621933,-0.1675400587690547,-0.1675472776180668,-0.16593356823408628,-0.17699734084606464
358,-0.1532433547254149,-0.16754016235991015,-0.1675472740190859,-0.16595108026957117,-0.1741205431197325
359,-0.15325056317361974,-0.16754026446423495,-0.1675472401656688,-0.1659522378789724,-0.17706096086208234
360,-0.15325776107536118,-0.16754036510336084,-0.16754726094903682,-0.16595337884244482,-0.1743721111139155
361,-0.15326494847484978,-0.16754046429831346,-0.16754727339236372,-0.16595450339934564,-0.177382991148667
362,-0.1532721254159824,-0.16754056206981663,-0.16754727763273974,-0.16595561178559903,-0.17434182408255583
363,-0.15327929194234582,-0.16754065843829702,-0.16754727380499745,-0.16597264831868916,-0.17765256667555446
364,-0.15328644809722256,-0.1675407534238879,-0.16754724216480874,-0.16597377349063377,-0.17437508324125975
365,-0.15329359392359737,-0.1675408470464339,-0.16754726205097348,-0.16597488248352876,-0.17701612496971397
366,-0.15330072946416382,-0.1675409393254946,-0.16754727383006984,-0.16597597553001528,-0.17415160297308827
367,-0.1533078547613257,-0.16754103028034914,-0.16754727763357197,-0.16597705285939043,-0.17768795635458937
368,-0.15331496985719884,-0.1675411199299998,-0.16754721701541295,-0.16599363335399778,-0.1746598300958554
369,-0.15332207479361296,-0.16754120829317637,-0.16754724405717575,-0.1659947274158,-0.17642780048061807
370,-0.15332916961211374,-0.16754129538833976,-0.1675472630870006,-0.16599580574630998,-0.17430448118880693
371,-0.15333625435396472,-0.167541381233686,-0.16754727423310714,-0.16599686857172755,-0.17764849891480083
372,-0.15334332906014952,-0.16754146584714985,-0.16754727762165622,-0.16599791611499462,-0.17435155539705027
373,-0.15335039377137433,-0.16754154924640904,-0.16754721984453805,-0.16601405897600674,-0.17700059605019003
374,-0.1533574485280699,-0.16754163144888734,-0.1675472458491334,-0.1660151231847562,-0.17412335196751189
375,-0.15336449337039462,-0.16754171247175856,-0.16754726406118037,-0.16601617209186353,-0.17706449630992352
376,-0.15337152833823695,-0.16754179233195013,-0.16754727460375912,-0.1660172059173418,-0.17437490867818442
377,-0.15337855347121798,-0.16754187104614646,-0.16754727759799934,-0.16601822487804233,-0.1773862618922055
378,-0.1533855688086947,-0.16754194863079266,-0.16754722253387266,-0.16603394752249478,-0.17434464973464067
379,-0.15339257438976245,-0.16754202510209776,-0.16754724754660116,-0.16603498306960487,-0.17765605263331014
380,-0.1533995702532578,-0.16754210047603824,-0.16754726497728722,-0.16603600372756,-0.17437781214833498
381,-0.15340655643776127,-0.16754217476836133,-0.1675472749441424,-0.16603700971043725,-0.1770191710774883
382,-0.15341353298159927,-0.16754224799458822,-0.16754727756352958,-0.16603800122923382,-0.17415416431275185
383,-0.15342047203131237,-0.1675423201700174,-0.16754722509140188,-0.1660533201518339,-0.17769129860055224
384,-0.15342734044158926,-0.16754239130972787,-0.16754724915509012,-0.16605432816724247,-0.17466245319317783
385,-0.1534341383401537,-0.1675424614285822,-0.16754726583883106,-0.1660553216897048,-0.17643065073594452
386,-0.15344086585370345,-0.16754253054122967,-0.1675472752562213,-0.16605630092759807,-0.1743070060316452
387,-0.15344752310791815,-0.16754259866210938,-0.16754727751910348,-0.16605726608630056,-0.1776515269652969
388,-0.15345411022746694,-0.16754266580545327,-0.16754722752457177,-0.16607219691981268,-0.17435399346422953
389,-0.15346062733601606,-0.16754273198528896,-0.1675472506797356,-0.16607317847585884,-0.1770033268313484
390,-0.1534670745562371,-0.16754279721544277,-0.1675472666490787,-0.1660741459197239,-0.17412568693104308
391,-0.1534734520098143,-0.1675428615095427,-0.1675472755418195,-0.16607509945430363,-0.17706748186462024
392,-0.15347975981745304,-0.16754292488102113,-0.1675472774655118,-0.16608969595945608,-0.17437723817525846
393,-0.15348599809888727,-0.1675429873431177,-0.16754722984033096,-0.1660906657964771,-0.1773890161409235
394,-0.1534921669728879,-0.16754304890888197,-0.16754725212532692,-0.1660916216901333,-0.1743470091674667
395,-0.15349826655727053,-0.1675431095911765,-0.16754726741107306,-0.166092563840889,-0.17765900325478712
396,-0.15350429696890386,-0.16754316940267894,-0.16754727580263207,-0.1660934924463282,-0.1743800896710164
397,-0.15351025832371729,-0.16754322835588525,-0.16754727740348507,-0.16610772610180013,-0.17702173396317217
398,-0.15351615073670982,-0.16754328646311198,-0.16754723204516997,-0.16610867089640727,-0.17415629687823037
399,-0.15352200220123302,-0.16754334373649896,-0.16754725349633426,-0.16610960210800005,-0.17769412997300563
400,-0.15352784600350847,-0.16754340018801173,-0.16754726812765103,-0.16611051993185283,-0.17466464499386083
401,-0.15353368217262442,-0.16754345582944438,-0.16754727604023523,-0.16611142456044004,-0.1764330475600593
402,-0.15353951073747965,-0.16754351067242135,-0.1675472773336985,-0.16612530900675662,-0.17430911440328112
403,-0.1535453317267828,-0.16754356472840065,-0.16754723414515568,-0.1661262297045745,-0.17765408636303665
404,-0.15355114516905202,-0.16754361800867568,-0.16754725479693303,-0.1661271371661056,-0.1743560285373599
405,-0.1535569510926146,-0.16754367052437774,-0.16754726880145895,-0.1661280315816367,-0.17700562517194765
406,-0.15356274952560606,-0.16754372228647857,-0.16754727625609597,-0.16612891313872366,-0.1741276340627051
407,-0.15356854049596885,-0.16754377330579223,-0.1675472772567768,-0.1661424613324578,-0.17707001127378896
408,-0.1535743240314514,-0.16754382359297793,-0.167547236145964,-0.16614335883303338,-0.17437918408801928
409,-0.15358010015960613,-0.1675438731585415,-0.16754725603102694,-0.1661442434310947,-0.17739134305411408
410,-0.1535858689077875,-0.16754392201283835,-0.16754726943496803,-0.16614511531212867,-0.1743489856646513
411,-0.15359163030314973,-0.1675439701660752,-0.16754727645158085,-0.16614597465895725,-0.17766150883019052
412,-0.15359738437264406,-0.1675440176283122,-0.16754727717329804,-0.1661591989151793,-0.1743819965940069
413,-0.15360313114301583,-0.1675440644094652,-0.1675472380529087,-0.16616007407472483,-0.1770238973504258
414,-0.1536088706408005,-0.1675441105193078,-0.1675472572022677,-0.16616093665320122,-0.1741580780905936
415,-0.15361460289232004,-0.1675441559674734,-0.167547270030487,-0.16616178683146898,-0.17769653629142923
416,-0.1536203279238247,-0.1675442007634569,-0.1675472766279633,-0.16616262478779167,-0.17466648234159207
417,-0.15362604576154337,-0.1675442449166173,-0.16754727708379746,-0.16617553681940686,-0.1764350696932237
418,-0.15363175643153798,-0.167544288436179,-0.16754723987096845,-0.16617639045335214,-0.17431088068484998
419,-0.15363745995970518,-0.1675443313312342,-0.16754725831407438,-0.16617723181592967,-0.17765625667508028
420,-0.15364315637177764,-0.1675443736107446,-0.16754727059017452,-0.16617806108354483,-0.1743577327027385
421,-0.1536488456933256,-0.16754441528354322,-0.16754727678643094,-0.1661788784300693,-0.17700756589117836
422,-0.15365452794975862,-0.16754445635833645,-0.16754727698877095,-0.16619148938430806,-0.17412926298823025
423,-0.15366020316632717,-0.16754449684370562,-0.16754724160481124,-0.16619232226966615,-0.17707216113336607
424,-0.1536658713681248,-0.16754453674810904,-0.16754725936965018,-0.16619314318217,-0.17438081483486392
425,-0.1536715325800903,-0.16754457607988352,-0.16754727111605058,-0.16619395229393183,-0.1773933153354083
426,-0.1536771868270101,-0.16754461484724634,-0.16754727692809235,-0.16619474977458892,-0.17435064677950782
427,-0.15368283413352116,-0.16754465305829677,-0.16754727688867807,-0.16620707026686918,-0.1776636432573064
428,-0.15368847452411383,-0.16754469072101794,-0.16754724325881692,-0.16620788314444881,-0.17438359842502466
429,-0.1536941080231353,-0.1675447278432784,-0.1675472603719981,-0.16620868433702135,-0.17702572947118123
430,-0.15369973465479364,-0.16754476443283373,-0.1675472716100061,-0.16620947401255748,-0.17415957064564974
431,-0.15370535444316163,-0.16754480049732826,-0.16754727705398234,-0.16621025233661393,-0.17769858783986742
432,-0.15371096741218204,-0.16754483604429668,-0.167547276783945,-0.16622229248201958,-0.17466802759114525
433,-0.15371657358566354,-0.1675448710811654,-0.16754724483709785,-0.16622308605847844,-0.17643678128337026
434,-0.15372217298727373,-0.16754490561525442,-0.16754726132393583,-0.16622386822760407,-0.17431236521071095
435,-0.15372776564054053,-0.16754493965377867,-0.16754727207381329,-0.16622463915337082,-0.17765810295433637
436,-0.15373335156885384,-0.16754497320384945,-0.16754727716506831,-0.1662253989973976,-0.17435916441938493
437,-0.15373893079546683,-0.16754500627247615,-0.16754727667496708,-0.16623716843994732,-0.17700920997775405
438,-0.15374450334349762,-0.16754503886656738,-0.16754724634351784,-0.16623794338971376,-0.17413063014012367
439,-0.15375006923593076,-0.16754507099293287,-0.16754726222810842,-0.16623870720010872,-0.1770739941776097
440,-0.1537556284956186,-0.1675451026582844,-0.16754727250913315,-0.16623946003125317,-0.17438218592455104
441,-0.153761181145283,-0.16754513386923758,-0.1675472772622545,-0.1662509906783223,-0.17739499240660153
442,-0.1537667272075163,-0.16754516463231298,-0.1675472765621113,-0.1662517584930468,-0.17435204741188726
443,-0.15377226670478322,-0.1675451949539377,-0.16754724778170949,-0.16625251527116353,-0.1776654671704579
444,-0.15377779965942165,-0.16754522484044657,-0.16754726308700074,-0.16625326117131872,-0.17438494838511878
445,-0.15378332609364406,-0.1675452542980835,-0.16754727291752405,-0.16625399634986973,-0.17702728605810097
446,-0.15378884602953835,-0.16754528333300275,-0.1675472773463868,-0.16626527209435768,-0.17416082540609126
447,-0.1537943594890688,-0.16754531195127043,-0.16754727644571818,-0.16626602210678607,-0.17770034232670961
448,-0.15379986649407684,-0.16754534015886546,-0.16754724915509034,-0.166266761338695,-0.1746693314393965
449,-0.15380536706628084,-0.16754536796168096,-0.16754726390294866,-0.16626748994504414,-0.17643823470749465
450,-0.15381086122727744,-0.16754539536552554,-0.1675472733004489,-0.16626820807856324,-0.17431361701564702
451,-0.15381634899854224,-0.16754542237612446,-0.16754727741825715,-0.16627923746705972,-0.17765967851821812
452,-0.15382183040143088,-0.1675454489991208,-0.16754727632610408,-0.16627997028363822,-0.17436037118580955
453,-0.1538273054571803,-0.16754547524007668,-0.16754725046687752,-0.16628069256705744,-0.17701060725976936
454,-0.15383277418690958,-0.16754550110447436,-0.1675472646781492,-0.16628140446871525,-0.17413178134311497
455,-0.15383823661162105,-0.1675455265977174,-0.16754727365928165,-0.16628210613783415,-0.17707556191940146
456,-0.15384369275220122,-0.167545551725132,-0.167547277478607,-0.1662928973327859,-0.17438334247967502
457,-0.15384914262942176,-0.1675455764919677,-0.16754727620356288,-0.16629361353335687,-0.17739642295273075
458,-0.15385458626394027,-0.16754560090339887,-0.16754725172010143,-0.16629431943977765,-0.17435323227067578
459,-0.15386002367630125,-0.1675456249645256,-0.16754726541467013,-0.16629501520000856,-0.17766703045341287
460,-0.15386545488693704,-0.16754564868037472,-0.16754727399531347,-0.16629570095988525,-0.1743860898017131
461,-0.15387087991616852,-0.16754567205590093,-0.1675472775281313,-0.1663062617610603,-0.1770286127438402
462,-0.15387629878420594,-0.1675456950959879,-0.16754727607836764,-0.16630696190027064,-0.17416188371490557
463,-0.15388171151114965,-0.16754571780544925,-0.16754725291761827,-0.16630765197635716,-0.1777018472624456
464,-0.15388711811699107,-0.1675457401890294,-0.16754726611445872,-0.16630833213395746,-0.1746704351914879
465,-0.15389251862161335,-0.16754576225140477,-0.16754727430975855,-0.1663090025156309,-0.17643947283349937
466,-0.15389791304479208,-0.16754578399718464,-0.1675472775674816,-0.1663193403801565,-0.1743146760336676
467,-0.1539033014061965,-0.1675458054309122,-0.1675472759507723,-0.16632002498879622,-0.1776610271793844
468,-0.15390868372539002,-0.16754582655706535,-0.16754725406212168,-0.16632069975769792,-0.17436139167427253
469,-0.153914060021831,-0.1675458473800578,-0.1675472667793498,-0.1663213648282857,-0.17701179854557333
470,-0.15391943031487396,-0.16754586790423998,-0.16754727460375932,-0.16632202033995167,-0.17413275388294103
471,-0.15392479462376965,-0.16754588813389976,-0.167547277597269,-0.16633214240104566,-0.17707690677150253
472,-0.15393015296766666,-0.16754590807326353,-0.16754727582101284,-0.1663328119872896,-0.1743843212565826
473,-0.15393550536561165,-0.16754592772649707,-0.1675472551561534,-0.16633347194986745,-0.1773976469650655
474,-0.15394085183655004,-0.16754594709770634,-0.16754726741107326,-0.1663341224270952,-0.17435423784614065
475,-0.1539461923993271,-0.16754596619093842,-0.16754727487839113,-0.16633476355530172,-0.17766837425986365
476,-0.15395152707268847,-0.16754598501018234,-0.16754727761806698,-0.1663446766397839,-0.17438705802510784
477,-0.15395685587528102,-0.16754600355936966,-0.16754727568930883,-0.16634533169036567,-0.17702974698652565
478,-0.15396217882565338,-0.16754602184237585,-0.1675472562021131,-0.16634597732634698,-0.17416277924711823
479,-0.15396749594225684,-0.16754603986302058,-0.16754726801126082,-0.16634661368303613,-0.1777031418720493
480,-0.15397280724344586,-0.1675460576250687,-0.1675472751346668,-0.1663472408938003,-0.17467137257622037
481,-0.15397811274747905,-0.1675460751322311,-0.167547277630414,-0.16635695153848853,-0.17644053083511965
482,-0.15398341247251973,-0.16754609238816545,-0.16754727555586446,-0.1663575925197976,-0.17431557485918456
483,-0.15398870643663656,-0.1675461093964768,-0.16754725720226787,-0.16635822428885794,-0.1776621850385053
484,-0.1539939946578044,-0.1675461261607186,-0.1675472685814527,-0.16635884697806988,-0.174362257440097
485,-0.15399927715390485,-0.16754614268439316,-0.16754727537354086,-0.16635946071792873,-0.17701281734205657
486,-0.15400455394272694,-0.1675461589709527,-0.16754727763481583,-0.16636897518499325,-0.17413357816285732
487,-0.15400982504196797,-0.16754617502379987,-0.1675472754208696,-0.16636960254410482,-0.17707806375270496
488,-0.15401509046923384,-0.16754619084628836,-0.1675472581587602,-0.16637022088688633,-0.17438515226339749
489,-0.15402035024204008,-0.16754620644172386,-0.1675472691231031,-0.16637083034291905,-0.1773986973827432
490,-0.1540256043778122,-0.16754622181336457,-0.1675472755959131,-0.16637143103992152,-0.17435509399094176
491,-0.15403085289388657,-0.16754623696442197,-0.16754727763174773,-0.16638075533127034,-0.1776695326398995
492,-0.15403609580751082,-0.16754625189806138,-0.16754724405717603,-0.16638136949691804,-0.1743878819645333
493,-0.15404133313584464,-0.16754626661740285,-0.1675472590736164,-0.16638197483598374,-0.1770307196165435
494,-0.15404656489596044,-0.16754628112552145,-0.16754726963758612,-0.16638257147531915,-0.17416353949306856
495,-0.15405179110484382,-0.16754629542544833,-0.16754727580263232,-0.1663917237710265,-0.17770425863493305
496,-0.1540570117793942,-0.16754630952017097,-0.16754727762165658,-0.16639233375976828,-0.17467217120151599
497,-0.15406222693642563,-0.16754632341263404,-0.16754724541022675,-0.16639293498208763,-0.17644143764965894
498,-0.15406743659266714,-0.1675463371057401,-0.16754725994875344,-0.16639352756396916,-0.17431634015877254
499,-0.1540726407647635,-0.1675463506023498,-0.1675472701262005,-0.1663941116295888,-0.17766318192667063
500,-0.15407783946927586,-0.1675463639052829,-0.16754727599449962,-0.16640308375175336,-0.17436299429171345
501,-0.15408303272268206,-0.16754637701731867,-0.16754727760496255,-0.16640368101728703,-0.17701369123514343
502,-0.1540882205413776,-0.16754638994119647,-0.16754724670932528,-0.16640426969937053,-0.17413427903103795
503,-0.1540934029416758,-0.1675464026796164,-0.16754726078598622,-0.1664048499213618,-0.17707906186176053
504,-0.15409857993980874,-0.16754641523523978,-0.1675472705901747,-0.16640542180484105,-0.1743858600571473
505,-0.15410375155192765,-0.16754642761068972,-0.16754727617227133,-0.1664142191442045,-0.17739960141337013
506,-0.15410891779410352,-0.16754643980855177,-0.16754727758206123,-0.16641480407911635,-0.174355825188554
507,-0.15411407868232757,-0.16754645183137423,-0.1675472479568587,-0.16641538060790784,-0.17767053385098702
508,-0.15411923423251192,-0.167546463681669,-0.16754726158703342,-0.16641594885138078,-0.17438858532033127
509,-0.15412438446049007,-0.16754647536191183,-0.16754727103067094,-0.16641650892860388,-0.17703155608046595
510,-0.15412952938201743,-0.1675464868745429,-0.16754727633666192,-0.16642513665854822,-0.17416418694747535
511,-0.1541346690127719,-0.16754649822196757,-0.1675472775533248,-0.16642570963983744,-0.17770522452663293
512,-0.15413980336835453,-0.1675465094065565,-0.16754724915509042,-0.1664262743869045,-0.1746728537223409
513,-0.1541449324642896,-0.16754652043064627,-0.16754726235352366,-0.1664268310180828,-0.176442217150083
514,-0.15415005631602577,-0.16754653129654026,-0.16754727144878936,-0.16642737965000529,-0.17431699380382143
515,-0.15415517493893602,-0.16754654200650845,-0.16754727648834647,-0.166435842737509,-0.17766404256734472
516,-0.15416028834831866,-0.1675465525627884,-0.16754727751910378,-0.16643640412732222,-0.17436362338971598
517,-0.1541653965593974,-0.1675465629675855,-0.1675472503061673,-0.16643695744960477,-0.17701444300011104
518,-0.15417049958732215,-0.16754657322307362,-0.16754726308700088,-0.166437502820292,-0.1741348768451361
519,-0.1541755974471695,-0.1675465833313953,-0.16754727184557208,-0.16643804035365123,-0.17707992518523447
520,-0.154180690153943,-0.16754659329466234,-0.16754727662796345,-0.16644634356957888,-0.174386464784548
521,-0.15418577772257389,-0.16754660311495637,-0.16754727747972836,-0.1664468937159291,-0.17740038159666077
522,-0.15419086016792147,-0.16754661279432895,-0.16754725141212676,-0.16644743595642955,-0.17435645157187518
523,-0.1541959375047738,-0.1675466223348024,-0.16754726378892934,-0.16644797040469023,-0.17767140141613844
524,-0.15420100974784753,-0.16754663173836984,-0.1675472722220063,-0.16644849717269106,-0.17438918757330713
525,-0.15420607691178928,-0.16754664100699596,-0.16754727675611647,-0.1664566451014814,-0.17703227744260522
526,-0.1542111390111754,-0.16754665014261708,-0.16754727743550965,-0.16645718433890627,-0.17416474006348762
527,-0.15421619606051293,-0.16754665914714187,-0.16754725247490326,-0.16645771582734933,-0.17770606202142664
528,-0.15422124807423968,-0.1675466680224516,-0.16754726446069843,-0.16645823967816628,-0.1746734387788133
529,-0.1542262950667249,-0.16754667677040047,-0.16754727257902785,-0.1664587560011116,-0.17644001768932202
530,-0.15423133705226966,-0.16754668539281609,-0.16754727687337692,-0.166466753049891,-0.17431633881171252
531,-0.15423637404510734,-0.16754669389149993,-0.1675472773867409,-0.16646728170008718,-0.17766329413928517
532,-0.15424140605940412,-0.16754670226822746,-0.16754725349633443,-0.1664678027535421,-0.17436333860372924
533,-0.15424643310925923,-0.1675467105247488,-0.16754726510362714,-0.16646831631941947,-0.17701423103726055
534,-0.1542514552087057,-0.16754671866278895,-0.16754727291752422,-0.16646882250531883,-0.17413486439898518
535,-0.15425647237171047,-0.16754672668404805,-0.16754727698028543,-0.1664766729124858,-0.17707997107251994
536,-0.15426148461217515,-0.16754673459020192,-0.16754727733369873,-0.16647719128490393,-0.1743865407526146
537,-0.15426649194393602,-0.16754674238290232,-0.1675472544781664,-0.16647770220836802,-0.17740040829205958
538,-0.15427149438076496,-0.1675467500637774,-0.16754726571896797,-0.16647820578991798,-0.17435661173291164
